Track circuit,Description,ID,State,Last locked for Route
TC1472,TC1472: Paths = P4999 P4974 P4995 P4994,null,CLEAR,
TC1473,TC1473: Paths = P4789 P5048 P5049 P4790 P4791 P4792,null,CLEAR,
TC1474,TC1474: Paths = P4793 P4794,null,CLEAR,
TC1475,TC1475: Paths = P5042 P5043 P5014,null,CLEAR,
TC1476,TC1476: Paths = P4795 P4796 P4797 P4798 P4799 P4800 P4801 P4802 P4803 P4804 P4805 P4806 P4807 P4808 P4809 P4810 P5038 P5039 P4811 P5036 P5037 P4812,null,CLEAR,
TC1477,TC1477: Paths = P4813 P4814 P4815 P4816 P4817 P4818 P4819 P4820 P4821 P4822 P4823,null,CLEAR,
TC1478,TC1478: Paths = P4852 P4853 P4854 P4855 P4947 P4948 P4856 P5020 P5021,null,CLEAR,
TC1479,TC1479: Paths = P4858 P4857 P4954,null,CLEAR,
TC1480,TC1480: Paths = P4859 P4860,null,CLEAR,
TC1481,TC1481: Paths = P4873 P4872,null,CLEAR,
TC1482,TC1482: Paths = P4861 P5052 P5053 P4862 P4863 P4864,null,CLEAR,
TC1483,TC1483: Paths = P4865 P4866 P4867 P4868 P4869,null,CLEAR,
TC1484,TC1484: Paths = P4870 P4871 P5056,null,CLEAR,
TC1485,TC1485: Paths = P5057,null,CLEAR,
TC1486,TC1486: Paths = P4889 P4888 P4887 P4886 P4885 P4884 P4883 P4882 P4881 P4880 P4879 P4878 P4877 P4876 P4875 P4874 P4997 P4996 P4998,null,CLEAR,
TC1487,TC1487: Paths = P4890 P4891 P4892 P4893 P4894,null,CLEAR,
TC1488,TC1488: Paths = P4895 P4896 P5046 P5047 P4897 P4898 P5044 P5045,null,CLEAR,
TC1489,TC1489: Paths = P4899 P4900 P4901 P4902 P4903 P4904 P4905 P4906 P4907 P4908 P4909 P4910 P4911 P4912 P4913 P4914 P4915 P4916 P4917,null,CLEAR,
TC1490,TC1490: Paths = P5034 P5035 P4918 P4919 P4920 P5032 P5033 P4921 P4922 P4923,null,CLEAR,
TC1491,TC1491: Paths = P4924 P4925 P4926 P4927 P4928 P4929 P4930 P4931,null,CLEAR,
TC1492,TC1492: Paths = P4935 P4936 P4937 P4938 P4939 P5050 P5051 P4940 P4941 P4942 P4943,null,CLEAR,
TC1493,TC1493: Paths = P4950 P4952,null,CLEAR,
TC1494,TC1494: Paths = P4944 P4945 P4946 P5054,null,CLEAR,
TC1495,TC1495: Paths = P5055,null,CLEAR,
TC1496,TC1496: Paths = P4949 P4953,null,CLEAR,
TC1497,TC1497: Paths = P4951,null,CLEAR,
TC1498,TC1498: Paths = P4971 P4972 P4973,null,CLEAR,
TC1499,TC1499: Paths = P4976 P4977 P4978 P4979 P4980 P4981 P4982 P4983 P4984 P4985 P4986 P4987 P4988 P4989 P4990 P4991 P4992 P4993,null,CLEAR,
TC1500,TC1500: Paths = P5000,null,CLEAR,
TC1501,TC1501: Paths = P5001,null,CLEAR,
TC1502,TC1502: Paths = P5008,null,CLEAR,
TC1503,TC1503: Paths = P5002 P5009,null,CLEAR,
TC1504,TC1504: Paths = P5003 P5006,null,CLEAR,
TC1505,TC1505: Paths = P5030 P5031,null,CLEAR,
TC1506,TC1506: Paths = P5005,null,CLEAR,
TC1507,TC1507: Paths = P5041 P5040,null,CLEAR,
TC1508,TC1508: Paths = P5004,null,CLEAR,
TC1509,TC1509: Paths = P5010,null,CLEAR,
TC1510,TC1510: Paths = P5012,null,CLEAR,
TC1511,TC1511: Paths = P5029 P5028,null,CLEAR,
TC1512,TC1512: Paths = P5013,null,CLEAR,
TC1513,TC1513: Paths = P5011,null,CLEAR,
TC1514,TC1514: Paths = P5015,null,CLEAR,
TC1515,TC1515: Paths = P5060 P5082 P5096,null,CLEAR,
TC1516,TC1516: Paths = P5061 P5083,null,CLEAR,
TC1517,TC1517: Paths = P5134 P16059 P14393 P14392 P14356 P18822 P18821,null,CLEAR,
TC1518,TC1518: Paths = P5062 P5064,null,CLEAR,
TC1519,TC1519: Paths = P5066,null,CLEAR,
TC1520,TC1520: Paths = P5213 P5214 P5095,null,CLEAR,
TC1521,TC1521: Paths = P5098,null,CLEAR,
TC1522,TC1522: Paths = P5194 P5193 P5172 P14359 P14395 P14394 P14357 P18824 P18823,null,CLEAR,
TC1523,TC1523: Paths = P5211 P5212 P5092,null,CLEAR,
TC1524,TC1524: Paths = P5065 P5099,null,CLEAR,
TC1525,TC1525: Paths = P5080 P5084,null,CLEAR,
TC1526,TC1526: Paths = P5105,null,CLEAR,
TC1527,TC1527: Paths = P5165,null,CLEAR,
TC1528,TC1528: Paths = P5085,null,CLEAR,
TC1529,TC1529: Paths = P5104,null,CLEAR,
TC1530,TC1530: Paths = P5209 P5210,null,CLEAR,
TC1531,TC1531: Paths = P5154,null,CLEAR,
TC1532,TC1532: Paths = P5174 P5173 P5058 P14853 P14852 P14708,null,CLEAR,
TC1533,TC1533: Paths = P5175 P5176 P5088,null,CLEAR,
TC1534,TC1534: Paths = P5178 P5177 P5059 P14358 P18639 P18835 P19372 P19371,null,CLEAR,
TC1535,TC1535: Paths = P5179 P5180 P5086,null,CLEAR,
TC1536,TC1536: Paths = P5087 P5071 P5067 P5113,null,CLEAR,
TC1537,TC1537: Paths = P5089 P5070 P5131 P5132 P5111,null,CLEAR,
TC1538,TC1538: Paths = P5090 P5063 P5093,null,CLEAR,
TC1539,TC1539: Paths = P5091 P5119 P5120 P5074 P5075 P5100,null,CLEAR,
TC1540,TC1540: Paths = P5094 P5097,null,CLEAR,
TC1541,TC1541: Paths = P5195 P5196 P5081 P5072 P5123 P5124 P5076 P5141 P14159,null,CLEAR,
TC1542,TC1542: Paths = P5197 P5198 P5073 P5121 P5122 P5077 P5102,null,CLEAR,
TC1543,TC1543: Paths = P5101,null,CLEAR,
TC1544,TC1544: Paths = P5199 P5200 P5125 P5079 P5145 P19317 P19752 P14603,null,CLEAR,
TC1545,TC1545: Paths = P5142 P16064 P19314 P14610,null,CLEAR,
TC1546,TC1546: Paths = P5201 P5202 P5128 P5127 P5106,null,CLEAR,
TC1547,TC1547: Paths = P5103 P5069 P5117,null,CLEAR,
TC1548,TC1548: Paths = P5147,null,CLEAR,
TC1549,TC1549: Paths = P5107 P5108,null,CLEAR,
TC1550,TC1550: Paths = P5136 P16061 P19377 P19378,null,CLEAR,
TC1551,TC1551: Paths = P5109 P5130 P5161,null,CLEAR,
TC1552,TC1552: Paths = P5110 P5138 P16062 P14712,null,CLEAR,
TC1553,TC1553: Paths = P5112 P5139 P16063 P14717 P14433 P14534,null,CLEAR,
TC1554,TC1554: Paths = P5114 P5140 P16121 P14568 P14434 P14718,null,CLEAR,
TC1555,TC1555: Paths = P5115 P5068 P5116,null,CLEAR,
TC1556,TC1556: Paths = P5204 P5203 P5118 P5135 P16060 P14365 P14364 P18830 P18829 P16040 P14410,null,CLEAR,
TC1557,TC1557: Paths = P5205 P5206 P5133 P5126 P5153 P5129 P5137 P5170,null,CLEAR,
TC1558,TC1558: Paths = P5183 P5184 P5156 P5160,null,CLEAR,
TC1559,TC1559: Paths = P5146 P5164 P5163,null,CLEAR,
TC1560,TC1560: Paths = P5186 P5185 P5152 P5151,null,CLEAR,
TC1561,TC1561: Paths = P5187 P5188 P5150 P5078 P5143 P19316 P19751 P19313,null,CLEAR,
TC1562,TC1562: Paths = P5208 P5207 P5167 P5157 P5169 P5168 P9024 P9028,null,CLEAR,
TC1563,TC1563: Paths = P5190 P5189,null,CLEAR,
TC1564,TC1564: Paths = P5191 P5192 P5166 P5144 P16145 P19315 P19750 P19312,null,CLEAR,
TC1565,TC1565: Paths = P5171 P18554 P19063 P19064,null,CLEAR,
TC1566,TC1566: Paths = P5216 P5217 P5227,null,CLEAR,
TC1567,TC1567: Paths = P5218,null,CLEAR,
TC1568,TC1568: Paths = P5215 P5223 P5222,null,CLEAR,
TC1569,TC1569: Paths = P5224,null,CLEAR,
TC1570,TC1570: Paths = P5231 P5280 P5279 P5251 P5250 P5247 P5237,null,CLEAR,
TC1571,TC1571: Paths = P5267,null,CLEAR,
TC1572,TC1572: Paths = P5219 P5226 P5278 P5277 P5249 P5248 P5246 P5235,null,CLEAR,
TC1573,TC1573: Paths = P5268,null,CLEAR,
TC1574,TC1574: Paths = P5220 P5229,null,CLEAR,
TC1575,TC1575: Paths = P5228,null,CLEAR,
TC1576,TC1576: Paths = P5221 P5230,null,CLEAR,
TC1577,TC1577: Paths = P5232,null,CLEAR,
TC1578,TC1578: Paths = P5233,null,CLEAR,
TC1579,TC1579: Paths = P5240 P5243,null,CLEAR,
TC1580,TC1580: Paths = P5288 P5287 P5272 P5253,null,CLEAR,
TC1581,TC1581: Paths = P5236 P5255,null,CLEAR,
TC1582,TC1582: Paths = P5259 P5258,null,CLEAR,
TC1583,TC1583: Paths = P5282 P5281 P5257 P5256 P5266,null,CLEAR,
TC1584,TC1584: Paths = P5265,null,CLEAR,
TC1585,TC1585: Paths = P5269 P5270 P18547 P18548 P18549 P18550,null,CLEAR,
TC1586,TC1586: Paths = P5286 P5285 P5271,null,CLEAR,
TC1587,TC1587: Paths = P5291 P5308,null,CLEAR,
TC1588,TC1588: Paths = P5293 P5294 P5295 P5339 P5340,null,CLEAR,
TC1589,TC1589: Paths = P5297 P5298 P5289 P5305,null,CLEAR,
TC1590,TC1590: Paths = P5301 P5313,null,CLEAR,
TC1591,TC1591: Paths = P5306,null,CLEAR,
TC1592,TC1592: Paths = P5309,null,CLEAR,
TC1593,TC1593: Paths = P5323 P5324,null,CLEAR,
TC1594,TC1594: Paths = P5302,null,CLEAR,
TC1595,TC1595: Paths = P5303,null,CLEAR,
TC1596,TC1596: Paths = P5310,null,CLEAR,
TC1597,TC1597: Paths = P5304 P5314,null,CLEAR,
TC1598,TC1598: Paths = P5311,null,CLEAR,
TC1599,TC1599: Paths = P5330 P5331 P5312 P5321 P5322,null,CLEAR,
TC1600,TC1600: Paths = P5307,null,CLEAR,
TC1601,TC1601: Paths = P5329,null,CLEAR,
TC1602,TC1602: Paths = P5320,null,CLEAR,
TC1603,TC1603: Paths = P5336,null,CLEAR,
TC1604,TC1604: Paths = P5335,null,CLEAR,
TC1605,TC1605: Paths = P5319 P5337 P5338,null,CLEAR,
TC1606,TC1606: Paths = P5333 P5332,null,CLEAR,
TC1607,TC1607: Paths = P5334,null,CLEAR,
TC1608,TC1608: Paths = P5342 P5344,null,CLEAR,
TC1609,TC1609: Paths = P5634 P5486 P5487 P5353 P5371 P5411,null,CLEAR,
TC1610,TC1610: Paths = P5343 P5507 P5506 P5513 P5636,null,CLEAR,
TC1611,TC1611: Paths = P5366 P5396,null,CLEAR,
TC1612,TC1612: Paths = P5376 P5377,null,CLEAR,
TC1613,TC1613: Paths = P5395,null,CLEAR,
TC1614,TC1614: Paths = P5351 P5368,null,CLEAR,
TC1615,TC1615: Paths = P5352 P5432,null,CLEAR,
TC1616,TC1616: Paths = P5488 P5687 P5688 P5372 P5408,null,CLEAR,
TC1617,TC1617: Paths = P5635 P5354 P5557 P5556,null,CLEAR,
TC1618,TC1618: Paths = P5356 P5341 P5508 P5510 P5547,null,CLEAR,
TC1619,TC1619: Paths = P5689 P5690 P5632 P5435 P5370 P5390 P5502 P5503 P5496,null,CLEAR,
TC1620,TC1620: Paths = P5357 P5361,null,CLEAR,
TC1621,TC1621: Paths = P5495 P5494 P5485 P5633 P5369 P5373 P5692 P5691 P5559,null,CLEAR,
TC1622,TC1622: Paths = P5358 P5347 P5348 P5349 P5567 P5568 P5517 P5565,null,CLEAR,
TC1623,TC1623: Paths = P5397,null,CLEAR,
TC1624,TC1624: Paths = P5360,null,CLEAR,
TC1625,TC1625: Paths = P5498 P5497,null,CLEAR,
TC1626,TC1626: Paths = P5679 P5680,null,CLEAR,
TC1627,TC1627: Paths = P5359 P5406,null,CLEAR,
TC1628,TC1628: Paths = P5477 P5481,null,CLEAR,
TC1629,TC1629: Paths = P5374 P5388,null,CLEAR,
TC1630,TC1630: Paths = P5386,null,CLEAR,
TC1631,TC1631: Paths = P5375 P5389,null,CLEAR,
TC1632,TC1632: Paths = P5391,null,CLEAR,
TC1633,TC1633: Paths = P5379 P5392,null,CLEAR,
TC1634,TC1634: Paths = P5394,null,CLEAR,
TC1635,TC1635: Paths = P5402,null,CLEAR,
TC1636,TC1636: Paths = P5381 P5380,null,CLEAR,
TC1637,TC1637: Paths = P5419,null,CLEAR,
TC1638,TC1638: Paths = P5493 P5492,null,CLEAR,
TC1639,TC1639: Paths = P5362,null,CLEAR,
TC1640,TC1640: Paths = P5383 P5414,null,CLEAR,
TC1641,TC1641: Paths = P5412,null,CLEAR,
TC1642,TC1642: Paths = P5363 P5350 P5433,null,CLEAR,
TC1643,TC1643: Paths = P5384 P5405,null,CLEAR,
TC1644,TC1644: Paths = P5364 P5410,null,CLEAR,
TC1645,TC1645: Paths = P5382 P5413,null,CLEAR,
TC1646,TC1646: Paths = P5415,null,CLEAR,
TC1647,TC1647: Paths = P5416,null,CLEAR,
TC1648,TC1648: Paths = P5417,null,CLEAR,
TC1649,TC1649: Paths = P5478 P5649,null,CLEAR,
TC1650,TC1650: Paths = P5365 P5426,null,CLEAR,
TC1651,TC1651: Paths = P5378 P5399,null,CLEAR,
TC1652,TC1652: Paths = P5655 P5656,null,CLEAR,
TC1653,TC1653: Paths = P5393,null,CLEAR,
TC1654,TC1654: Paths = P5403,null,CLEAR,
TC1655,TC1655: Paths = P5398,null,CLEAR,
TC1656,TC1656: Paths = P5404,null,CLEAR,
TC1657,TC1657: Paths = P5367 P5355 P5345 P5430,null,CLEAR,
TC1658,TC1658: Paths = P5400,null,CLEAR,
TC1659,TC1659: Paths = P5385 P5422,null,CLEAR,
TC1660,TC1660: Paths = P5418,null,CLEAR,
TC1661,TC1661: Paths = P5423,null,CLEAR,
TC1662,TC1662: Paths = P5424,null,CLEAR,
TC1663,TC1663: Paths = P5479,null,CLEAR,
TC1664,TC1664: Paths = P5387 P5425,null,CLEAR,
TC1665,TC1665: Paths = P5401,null,CLEAR,
TC1666,TC1666: Paths = P5421,null,CLEAR,
TC1667,TC1667: Paths = P5407 P5409,null,CLEAR,
TC1668,TC1668: Paths = P5420,null,CLEAR,
TC1669,TC1669: Paths = P5427 P5484,null,CLEAR,
TC1670,TC1670: Paths = P5489,null,CLEAR,
TC1671,TC1671: Paths = P5438,null,CLEAR,
TC1672,TC1672: Paths = P5483,null,CLEAR,
TC1673,TC1673: Paths = P5653 P5654,null,CLEAR,
TC1674,TC1674: Paths = P5428 P5658 P5657 P5652,null,CLEAR,
TC1675,TC1675: Paths = P5651,null,CLEAR,
TC1676,TC1676: Paths = P5677,null,CLEAR,
TC1677,TC1677: Paths = P5429,null,CLEAR,
TC1678,TC1678: Paths = P5436,null,CLEAR,
TC1679,TC1679: Paths = P5431 P5434,null,CLEAR,
TC1680,TC1680: Paths = P5630 P5521 P5560 P5693 P5694 P5522 P5523 P5577,null,CLEAR,
TC1681,TC1681: Paths = P5631 P5561 P5562 P5525 P5526 P5575,null,CLEAR,
TC1682,TC1682: Paths = P5437 P5346 P5673 P5674 P5569 P5570 P5563,null,CLEAR,
TC1683,TC1683: Paths = P5443 P5442 P5446 P5450,null,CLEAR,
TC1684,TC1684: Paths = P5467,null,CLEAR,
TC1685,TC1685: Paths = P5454,null,CLEAR,
TC1686,TC1686: Paths = P5466,null,CLEAR,
TC1687,TC1687: Paths = P5468,null,CLEAR,
TC1688,TC1688: Paths = P5447 P5469,null,CLEAR,
TC1689,TC1689: Paths = P5641,null,CLEAR,
TC1690,TC1690: Paths = P5642,null,CLEAR,
TC1691,TC1691: Paths = P5464,null,CLEAR,
TC1692,TC1692: Paths = P5461,null,CLEAR,
TC1693,TC1693: Paths = P5463,null,CLEAR,
TC1694,TC1694: Paths = P5491 P5490,null,CLEAR,
TC1695,TC1695: Paths = P5448,null,CLEAR,
TC1696,TC1696: Paths = P5499,null,CLEAR,
TC1697,TC1697: Paths = P5451,null,CLEAR,
TC1698,TC1698: Paths = P5453,null,CLEAR,
TC1699,TC1699: Paths = P5500 P5501,null,CLEAR,
TC1700,TC1700: Paths = P5452,null,CLEAR,
TC1701,TC1701: Paths = P5482,null,CLEAR,
TC1702,TC1702: Paths = P5662 P5661,null,CLEAR,
TC1703,TC1703: Paths = P5470,null,CLEAR,
TC1704,TC1704: Paths = P5455 P5439 P5458 P5475 P5476 P5625 P5614 P5615,null,CLEAR,
TC1705,TC1705: Paths = P5457,null,CLEAR,
TC1706,TC1706: Paths = P5456 P5444 P5440 P5459 P5473 P5474,null,CLEAR,
TC1707,TC1707: Paths = P5650 P5480,null,CLEAR,
TC1708,TC1708: Paths = P5462 P5449 P5445 P5441 P5465,null,CLEAR,
TC1709,TC1709: Paths = P5660 P5659 P5644 P5643 P5460 P5471,null,CLEAR,
TC1710,TC1710: Paths = P5472 P5626 P5610 P5616 P5624,null,CLEAR,
TC1711,TC1711: Paths = P5511 P5551,null,CLEAR,
TC1712,TC1712: Paths = P16311 P16355,null,CLEAR,
TC1713,TC1713: Paths = P5528 P5529 P5554,null,CLEAR,
TC1714,TC1714: Paths = P16312 P16357,null,CLEAR,
TC1715,TC1715: Paths = P5536 P16193 P18671,null,CLEAR,
TC1716,TC1716: Paths = P5537 P5540,null,CLEAR,
TC1717,TC1717: Paths = P5538 P5539,null,CLEAR,
TC1718,TC1718: Paths = P16632 P18673,null,CLEAR,
TC1719,TC1719: Paths = P5546 P5549,null,CLEAR,
TC1720,TC1720: Paths = P5637,null,CLEAR,
TC1721,TC1721: Paths = P5545 P5550,null,CLEAR,
TC1722,TC1722: Paths = P5638,null,CLEAR,
TC1723,TC1723: Paths = P5543 P5552,null,CLEAR,
TC1724,TC1724: Paths = P5682 P5681 P5601,null,CLEAR,
TC1725,TC1725: Paths = P5541 P5512 P5555,null,CLEAR,
TC1726,TC1726: Paths = P5542 P5509 P5596,null,CLEAR,
TC1727,TC1727: Paths = P5544 P5553,null,CLEAR,
TC1728,TC1728: Paths = P5548 P5504 P5505 P5558,null,CLEAR,
TC1729,TC1729: Paths = P5599 P5663 P5664 P5639 P5640,null,CLEAR,
TC1730,TC1730: Paths = P5684 P5683,null,CLEAR,
TC1731,TC1731: Paths = P5597 P5598,null,CLEAR,
TC1732,TC1732: Paths = P5600,null,CLEAR,
TC1733,TC1733: Paths = P5564 P5573,null,CLEAR,
TC1734,TC1734: Paths = P5566 P5571,null,CLEAR,
TC1735,TC1735: Paths = P5572 P5518 P5519 P5520 P5594 P5595 P5532 P16444 P16638,null,CLEAR,
TC1736,TC1736: Paths = P5574 P5514 P5515 P5516 P5530 P5531 P5593 P16640 P16636,null,CLEAR,
TC1737,TC1737: Paths = P5576 P5580,null,CLEAR,
TC1738,TC1738: Paths = P5578,null,CLEAR,
TC1739,TC1739: Paths = P5579 P5524 P5582 P5583 P5589,null,CLEAR,
TC1740,TC1740: Paths = P5581 P5527 P5584 P5585 P5534 P5535 P5590,null,CLEAR,
TC1741,TC1741: Paths = P5586 P5533 P16489 P16634,null,CLEAR,
TC1742,TC1742: Paths = P5587 P5591,null,CLEAR,
TC1743,TC1743: Paths = P5627,null,CLEAR,
TC1744,TC1744: Paths = P5588 P5592,null,CLEAR,
TC1745,TC1745: Paths = P5628,null,CLEAR,
TC1746,TC1746: Paths = P5629 P5602,null,CLEAR,
TC1747,TC1747: Paths = P16633 P16527 P16643,null,CLEAR,
TC1748,TC1748: Paths = P5605 P5617,null,CLEAR,
TC1749,TC1749: Paths = P5618,null,CLEAR,
TC1750,TC1750: Paths = P5686 P5685,null,CLEAR,
TC1751,TC1751: Paths = P5603,null,CLEAR,
TC1752,TC1752: Paths = P5606 P5622,null,CLEAR,
TC1753,TC1753: Paths = P5645,null,CLEAR,
TC1754,TC1754: Paths = P5607 P5608 P5609,null,CLEAR,
TC1755,TC1755: Paths = P5678,null,CLEAR,
TC1756,TC1756: Paths = P5604 P5619,null,CLEAR,
TC1757,TC1757: Paths = P5646,null,CLEAR,
TC1758,TC1758: Paths = P5620,null,CLEAR,
TC1759,TC1759: Paths = P5612 P5623,null,CLEAR,
TC1760,TC1760: Paths = P5613 P5611 P5665 P5666 P5671 P5672 P5667 P5668,null,CLEAR,
TC1761,TC1761: Paths = P5621,null,CLEAR,
TC1762,TC1762: Paths = P5696,null,CLEAR,
TC1763,TC1763: Paths = P5728 P5729 P5730,null,CLEAR,
TC1764,TC1764: Paths = P5717,null,CLEAR,
TC1765,TC1765: Paths = P5727 P5757 P5756,null,CLEAR,
TC1766,TC1766: Paths = P5701,null,CLEAR,
TC1767,TC1767: Paths = P5748,null,CLEAR,
TC1768,TC1768: Paths = P5700 P5699 P5702,null,CLEAR,
TC1769,TC1769: Paths = P5773,null,CLEAR,
TC1770,TC1770: Paths = P5697,null,CLEAR,
TC1771,TC1771: Paths = P5704 P5724 P5742,null,CLEAR,
TC1772,TC1772: Paths = P5714,null,CLEAR,
TC1773,TC1773: Paths = P5767 P5762 P5766 P5765,null,CLEAR,
TC1774,TC1774: Paths = P5721 P5720 P5747 P5746 P5723,null,CLEAR,
TC1775,TC1775: Paths = P5706 P5705 P5716 P5718 P5722 P5736,null,CLEAR,
TC1776,TC1776: Paths = P5768 P5761 P5760 P5764 P5763 P5759 P5770 P5769,null,CLEAR,
TC1777,TC1777: Paths = P5698,null,CLEAR,
TC1778,TC1778: Paths = P5744 P5745 P5719 P5725 P5726 P5743,null,CLEAR,
TC1779,TC1779: Paths = P5707,null,CLEAR,
TC1780,TC1780: Paths = P5741,null,CLEAR,
TC1781,TC1781: Paths = P5751 P5750 P5777 P5776,null,CLEAR,
TC1782,TC1782: Paths = P5749,null,CLEAR,
TC1783,TC1783: Paths = P5734,null,CLEAR,
TC1784,TC1784: Paths = P5752 P5753 P5754 P5755 P5715 P5711,null,CLEAR,
TC1785,TC1785: Paths = P5708 P5735,null,CLEAR,
TC1786,TC1786: Paths = P5712,null,CLEAR,
TC1787,TC1787: Paths = P5709 P5738,null,CLEAR,
TC1788,TC1788: Paths = P5710,null,CLEAR,
TC1789,TC1789: Paths = P5713 P5737,null,CLEAR,
TC1790,TC1790: Paths = P5739,null,CLEAR,
TC1791,TC1791: Paths = P5774,null,CLEAR,
TC1792,TC1792: Paths = P5775,null,CLEAR,
TC1793,TC1793: Paths = P5758,null,CLEAR,
TC1794,TC1794: Paths = P5785,null,CLEAR,
TC1795,TC1795: Paths = P6184,null,CLEAR,
TC1796,TC1796: Paths = P5880 P5881,null,CLEAR,
TC1797,TC1797: Paths = P6185,null,CLEAR,
TC1798,TC1798: Paths = P5874 P5878 P6186 P6187 P5883 P5884 P5877 P5795,null,CLEAR,
TC1799,TC1799: Paths = P5872 P5873,null,CLEAR,
TC1800,TC1800: Paths = P6188 P6189,null,CLEAR,
TC1801,TC1801: Paths = P6219 P6220 P6170,null,CLEAR,
TC1802,TC1802: Paths = P5875 P5876 P6210 P6211,null,CLEAR,
TC1803,TC1803: Paths = P6163 P6168,null,CLEAR,
TC1804,TC1804: Paths = P6200 P6199,null,CLEAR,
TC1805,TC1805: Paths = P5786 P5792,null,CLEAR,
TC1806,TC1806: Paths = P5796,null,CLEAR,
TC1807,TC1807: Paths = P6197 P6198,null,CLEAR,
TC1808,TC1808: Paths = P5787 P5790 P5791,null,CLEAR,
TC1809,TC1809: Paths = P6196 P6195,null,CLEAR,
TC1810,TC1810: Paths = P6212 P6213 P6194,null,CLEAR,
TC1811,TC1811: Paths = P5788,null,CLEAR,
TC1812,TC1812: Paths = P5794,null,CLEAR,
TC1813,TC1813: Paths = P5789 P5890 P5891 P5892 P5895 P5896 P5897 P5798,null,CLEAR,
TC1814,TC1814: Paths = P5793,null,CLEAR,
TC1815,TC1815: Paths = P5886 P5887 P5797 P5888 P5889,null,CLEAR,
TC1816,TC1816: Paths = P5893 P5894 P5898 P5899 P5900 P5901 P5902 P5906 P5907,null,CLEAR,
TC1817,TC1817: Paths = P5903 P5904 P5905 P5908 P5909 P5910 P5915 P5916 P5919 P5920,null,CLEAR,
TC1818,TC1818: Paths = P5911 P5912 P5913 P5914 P5917 P5918 P5921 P5922 P5802 P5801,null,CLEAR,
TC1819,TC1819: Paths = P5799 P5800 P5923 P5924 P5925 P5928 P5929 P5933 P5934 P5804 P5935 P5936,null,CLEAR,
TC1820,TC1820: Paths = P5926 P5927 P5803 P5930 P5931 P5932 P5937 P5938 P5939 P5942 P5943,null,CLEAR,
TC1821,TC1821: Paths = P5805 P5940 P5941 P5946 P5948 P5949 P5952 P5953,null,CLEAR,
TC1822,TC1822: Paths = P5944 P5945 P5947 P5950 P5951 P5954 P5955 P5957 P5962 P5963 P5964 P5965 P5968 P5969 P5970 P5971 P5972 P5980 P5981 P5982 P5983 P5984 P5985 P5811 P5809,null,CLEAR,
TC1823,TC1823: Paths = P5806 P5956 P5958 P5959 P5960 P5961 P5966 P5967 P5807,null,CLEAR,
TC1824,TC1824: Paths = P5808 P5973 P5974 P5975 P5976 P5977 P5978 P5979 P5986 P5987 P5988 P5991 P5993 P5994 P5778 P5997 P5999 P6001 P6002 P6003 P5813 P6008 P6011 P6012 P6013 P6014 P6019 P6020 P5816 P5814,null,CLEAR,
TC1825,TC1825: Paths = P5810 P5989 P5990 P5992 P5995 P5996 P5779 P5998 P6000 P6004 P6005 P6006 P6007 P5812,null,CLEAR,
TC1826,TC1826: Paths = P6009 P6010 P6015 P6016 P6017 P6018 P6021 P6022 P6023 P6024 P6025 P6026 P5817 P6028 P6031 P6032 P6034 P6036 P6039 P6040 P6042 P6176,null,CLEAR,
TC1827,TC1827: Paths = P5815 P6027 P6029 P6030 P6033 P6035 P6037 P6038 P6041 P6043 P6044 P6046 P6214 P6050 P6215 P6216 P6178,null,CLEAR,
TC1828,TC1828: Paths = P5818 P6045 P6177,null,CLEAR,
TC1829,TC1829: Paths = P6047 P6048 P6049 P6174,null,CLEAR,
TC1830,TC1830: Paths = P5819 P6175,null,CLEAR,
TC1831,TC1831: Paths = P5826,null,CLEAR,
TC1832,TC1832: Paths = P5820 P5823,null,CLEAR,
TC1833,TC1833: Paths = P5825,null,CLEAR,
TC1834,TC1834: Paths = P6207 P6206,null,CLEAR,
TC1835,TC1835: Paths = P5821 P5822,null,CLEAR,
TC1836,TC1836: Paths = P5827,null,CLEAR,
TC1837,TC1837: Paths = P6209 P6208,null,CLEAR,
TC1838,TC1838: Paths = P5824,null,CLEAR,
TC1839,TC1839: Paths = P6051 P6052,null,CLEAR,
TC1840,TC1840: Paths = P6179,null,CLEAR,
TC1841,TC1841: Paths = P5828,null,CLEAR,
TC1842,TC1842: Paths = P5834,null,CLEAR,
TC1843,TC1843: Paths = P5833,null,CLEAR,
TC1844,TC1844: Paths = P5835,null,CLEAR,
TC1845,TC1845: Paths = P6217 P6218 P5831,null,CLEAR,
TC1846,TC1846: Paths = P5829 P5830,null,CLEAR,
TC1847,TC1847: Paths = P5836,null,CLEAR,
TC1848,TC1848: Paths = P5837,null,CLEAR,
TC1849,TC1849: Paths = P5832,null,CLEAR,
TC1850,TC1850: Paths = P6055 P6056,null,CLEAR,
TC1851,TC1851: Paths = P6053 P6054 P5879 P6201 P6202,null,CLEAR,
TC1852,TC1852: Paths = P5848,null,CLEAR,
TC1853,TC1853: Paths = P5845,null,CLEAR,
TC1854,TC1854: Paths = P5838 P5841,null,CLEAR,
TC1855,TC1855: Paths = P5844,null,CLEAR,
TC1856,TC1856: Paths = P5846,null,CLEAR,
TC1857,TC1857: Paths = P5840,null,CLEAR,
TC1858,TC1858: Paths = P6205,null,CLEAR,
TC1859,TC1859: Paths = P5839 P5843,null,CLEAR,
TC1860,TC1860: Paths = P5842,null,CLEAR,
TC1861,TC1861: Paths = P5847,null,CLEAR,
TC1862,TC1862: Paths = P5849 P5850,null,CLEAR,
