Route,Class,Signals,Points,Track circuits,Overlaps,O/L Rel. Berth,O/L Rel. Time,State,Set time,Clear time,Approach lock,Opp.Routes,Last set for train
R1434,MAIN,N3916,N3919 NORMAL,TC1165, TC1161,,,0,UNSET,1,1,120,,
R1435,MAIN,N6194,,TC1923, TC1926, TC1927, TC1930, TC1931, TC1933, TC1142,,,0,UNSET,1,1,120,,
R1436,MAIN,N3613,,TC1139, TC1934, TC1925,,,0,UNSET,1,1,120,,
R1437,MAIN,N3912,,TC1163,,,0,UNSET,1,1,120,,
R1438,MAIN,N3922,N3918 NORMAL,TC1167, TC1160,,,0,UNSET,1,1,120,,
R1877,MAIN,N4884,,TC380,,,0,UNSET,1,1,120,,
R1878,MAIN,N1234,N1288 NORMAL,TC381, TC401,,,0,UNSET,1,1,120,,
R1879,MAIN,N4889,,TC1499,,,0,UNSET,1,1,120,,
R1881,MAIN,N4693,,TC1472, TC1498,,,0,UNSET,1,1,120,,
R1891,MAIN,N1304,N1241 REVERSE, N1288 REVERSE,TC383, TC378, TC403, TC400, TC401,,,0,UNSET,1,1,120,,
R2179,MAIN,N5863,,TC1882,,,0,UNSET,1,1,120,,
R2180,MAIN,N5860,,TC1880,,,0,UNSET,1,1,120,,
R2212,MAIN,N5857,,TC1881,,,0,UNSET,1,1,120,,
R2213,MAIN,N6136,,TC1884,,,0,UNSET,1,1,120,,
R2214,MAIN,N5866,,TC1885,,,0,UNSET,1,1,120,,
R2215,MAIN,N9552,,TC1883,,,0,UNSET,1,1,120,,
R2269,MAIN,N6154,N6161 REVERSE, N6162 REVERSE, N6168 REVERSE,TC1900, TC1902, TC1903, TC1906, TC1918, TC1909, TC1908, TC1912, TC1919, TC1920, TC1955, TC1956,,,0,UNSET,1,1,120,,
R2270,MAIN,N6154,N6161 NORMAL,TC1900, TC1902, TC1903, TC1907, TC1910, TC1911, TC1915, TC1914,,,0,UNSET,1,1,120,,
R2271,MAIN,N6312,,TC1961, TC1962, TC1952, TC1951, TC1946,,,0,UNSET,1,1,120,,
R2272,MAIN,N6313,,TC1963, TC1964, TC1954, TC1953, TC1945,,,0,UNSET,1,1,120,,
R2273,MAIN,N6199,N6168 NORMAL, N6162 NORMAL,TC1924, TC1932, TC1929, TC1928, TC1922, TC1921, TC1916, TC1917, TC1913, TC1908, TC1905, TC1904, TC1899,,,0,UNSET,1,1,120,,
R2274,MAIN,N6253,,TC1947, TC1949, TC1950, TC1957, TC1958,,,0,UNSET,1,1,120,,
R3237,MAIN,N7574,,TC2374,,,0,UNSET,1,1,120,,
R3238,MAIN,N7571,,TC2376,,,0,UNSET,1,1,120,,
R3250,MAIN,N8952,,TC2375,,,0,UNSET,1,1,120,,
R3251,MAIN,N7538,,TC2373,,,0,UNSET,1,1,120,,
R3532,MAIN,N8933,,TC2619,,,0,UNSET,1,1,120,,
R3533,MAIN,N8881,N8885 NORMAL, N8920 REVERSE, N8929 REVERSE, N8930 REVERSE,TC2592, TC2594, TC2595, TC2597, TC2613, TC2614, TC2615, TC2617, TC2619,,,0,UNSET,1,1,120,,
R3534,MAIN,N8934,N8930 NORMAL,TC2607, TC2626, TC2618, TC2617, TC2619,,,0,UNSET,1,1,120,,
R3535,MAIN,N8936,,TC2620,,,0,UNSET,1,1,120,,
R3536,MAIN,N8952,,TC2619,,,0,UNSET,1,1,120,,
R3537,MAIN,N8959,N8929 NORMAL, N8920 NORMAL,TC2616, TC2614, TC2607, TC2622,,,0,UNSET,1,1,120,,
R3538,MAIN,N8933,N8930 REVERSE, N8929 REVERSE, N8920 NORMAL,TC2617, TC2615, TC2614, TC2607, TC2622,,,0,UNSET,1,1,120,,
R3539,MAIN,N8935,,TC2621,,,0,UNSET,1,1,120,,
R3540,MAIN,N8999,,TC2623,,,0,UNSET,1,1,120,,
R3635,MAIN,N9347,N9355 NORMAL,TC2672, TC2673, TC2674, TC2675, TC2676, TC2680, TC2685, TC2686,,,0,UNSET,1,1,120,,
R3636,MAIN,N9432,,TC2727, TC2728, TC2729,,,0,UNSET,1,1,120,,
R3637,MAIN,N9347,N9355 REVERSE, N9356 REVERSE, N9363 REVERSE, N9364 REVERSE, N9372 REVERSE,TC2672, TC2673, TC2674, TC2675, TC2676, TC2681, TC2684, TC2683, TC2682, TC2691, TC2695, TC2694, TC2693, TC2700, TC2701, TC2702,,,0,UNSET,1,1,120,,
R3638,MAIN,N9490,N9371 NORMAL, N9364 NORMAL, N9372 REVERSE,TC2689, TC2687, TC2688, TC2697, TC2696, TC2692, TC2693, TC2700, TC2701, TC2702,,,0,UNSET,1,1,120,,
R3660,MAIN,N9517,N9531 NORMAL,TC2757, TC2753,,,0,UNSET,1,1,120,,
R3661,MAIN,N9551,N9530 NORMAL,TC2762, TC2756, TC2755,,,0,UNSET,1,1,120,,
R3662,MAIN,N9506,N9505 REVERSE, N9531 REVERSE, N9530 REVERSE,TC2751, TC2758, TC2754, TC2748, TC2750, TC2753, TC2763, TC2756, TC2755,,,0,UNSET,1,1,120,,
R3663,MAIN,N9553,N9505 NORMAL, N9531 REVERSE, N9530 REVERSE,TC2749, TC2750, TC2753, TC2763, TC2756, TC2755,,,0,UNSET,1,1,120,,
R3680,MAIN,N9574,N9583 NORMAL, N9592 REVERSE, N9593 REVERSE, N9606 REVERSE, N9609 NORMAL,TC2768, TC2773, TC2774, TC2781, TC2787, TC2791, TC2788, TC2789, TC2793, TC2795, TC2797, TC2798,,,0,UNSET,1,1,120,,
R3681,MAIN,N9575,N9582 REVERSE, N9583 REVERSE, N9592 REVERSE, N9593 REVERSE, N9606 REVERSE, N9609 NORMAL,TC2769, TC2771, TC2772, TC2778, TC2782, TC2780, TC2781, TC2787, TC2791, TC2788, TC2789, TC2793, TC2795, TC2797, TC2798,,,0,UNSET,1,1,120,,
R3682,MAIN,N9624,,TC2805, TC2806, TC2807, TC2808, TC2809, TC2817,,,0,UNSET,1,1,120,,
R3683,MAIN,N9683,N9660 REVERSE,TC2839, TC2838, TC2837, TC2881, TC2833, TC2823, TC2822, TC2821, TC2814,,,0,UNSET,1,1,120,,
R3684,MAIN,N9683,N9660 NORMAL, N9658 NORMAL,TC2839, TC2838, TC2837, TC2881, TC2833, TC2832, TC2880, TC2831, TC2825, TC2824, TC2816, TC2817,,,0,UNSET,1,1,120,,
R3685,MAIN,N9683,N9660 NORMAL, N9658 REVERSE, N9653 NORMAL,TC2839, TC2838, TC2837, TC2881, TC2833, TC2832, TC2880, TC2831, TC2830, TC2834, TC2829, TC2820, TC2819, TC2818, TC2802,,,0,UNSET,1,1,120,,
R3686,MAIN,N9683,N9660 NORMAL, N9658 REVERSE, N9653 REVERSE,TC2839, TC2838, TC2837, TC2881, TC2833, TC2832, TC2880, TC2831, TC2830, TC2834, TC2829, TC2828, TC2826,,,0,UNSET,1,1,120,,
R3687,MAIN,N9640,N9658 NORMAL, N9660 NORMAL,TC2816, TC2824, TC2825, TC2831, TC2880, TC2832, TC2833, TC2881, TC2837, TC2838, TC2839, TC2840,,,0,UNSET,1,1,120,,
R3688,MAIN,N9646,N9660 REVERSE,TC2821, TC2822, TC2823, TC2833, TC2881, TC2837, TC2838, TC2839, TC2840,,,0,UNSET,1,1,120,,
R3689,MAIN,N9643,N9653 NORMAL, N9658 REVERSE, N9660 NORMAL,TC2818, TC2819, TC2820, TC2829, TC2834, TC2830, TC2831, TC2880, TC2832, TC2833, TC2881, TC2837, TC2838, TC2839, TC2840,,,0,UNSET,1,1,120,,
R3690,MAIN,N9652,N9653 REVERSE, N9658 REVERSE, N9660 NORMAL,TC2828, TC2829, TC2834, TC2830, TC2831, TC2880, TC2832, TC2833, TC2881, TC2837, TC2838, TC2839, TC2840,,,0,UNSET,1,1,120,,
R3691,MAIN,N9711,,TC2850, TC2851, TC2846, TC2845, TC2835, TC2836, TC2813,,,0,UNSET,1,1,120,,
R3692,MAIN,N9728,N9720 REVERSE, N9717 NORMAL,TC2861, TC2859, TC2857, TC2854, TC2853, TC2852, TC2841, TC2840,,,0,UNSET,1,1,120,,
R3693,MAIN,N9698,,TC2799,,,0,UNSET,1,1,120,,
R3694,MAIN,N9591,,TC2784,,,0,UNSET,1,1,120,,
R3695,MAIN,N9637,,TC2814,,,0,UNSET,1,1,120,,
R3696,MAIN,N9643,,TC2802,,,0,UNSET,1,1,120,,
R3697,MAIN,N9617,,TC2802,,,0,UNSET,1,1,120,,
R3698,MAIN,N9795,,TC2817,,,0,UNSET,1,1,120,,
R3699,MAIN,N9640,,TC2817,,,0,UNSET,1,1,120,,
R3812,MAIN,N9902,,TC2922,,,0,UNSET,1,1,120,,
R3813,MAIN,N9909,,TC402,,,0,UNSET,1,1,120,,
R3814,MAIN,N1305,N1252 NORMAL,TC378, TC390,,,0,UNSET,1,1,120,,
R3815,MAIN,N1231,N1293 REVERSE, N1252 REVERSE,TC379, TC391, TC390,,,0,UNSET,1,1,120,,
R3816,MAIN,N9696,N9717 NORMAL, N9720 NORMAL,TC2841, TC2852, TC2853, TC2854, TC2856, TC2858, TC2860,,,0,UNSET,1,1,120,,
R3817,MAIN,N9925,,TC2924,,,0,UNSET,1,1,120,,
R3818,MAIN,N9935,,TC2862,,,0,UNSET,1,1,120,,
R3819,MAIN,N9939,,TC399,,,0,UNSET,1,1,120,,
R3820,MAIN,N1284,N1245 NORMAL, N1246 NORMAL,TC385, TC386, TC387, TC388, TC398,,,0,UNSET,1,1,120,,
R3825,MAIN,N10002,,TC2952, TC2966, TC2965,,,0,UNSET,1,1,120,,
R3826,MAIN,N10266,N10101 NORMAL, N10173 NORMAL,TC3155, TC3156, TC2994, TC2992, TC3068, TC3145,,,0,UNSET,1,1,120,,
R3827,MAIN,N10267,N10256 NORMAL, N10174 NORMAL,TC3158, TC3159, TC3149, TC3148, TC3195, TC3071, TC3070, TC3146,,,0,UNSET,1,1,120,,
R3828,MAIN,N10253,,TC3141, TC3140, TC6060, TC3227,,,0,UNSET,1,1,120,,
R3829,MAIN,N10254,,TC3142, TC3136,,,0,UNSET,1,1,120,,
R3830,MAIN,N10224,N10130 REVERSE, N10129 REVERSE, N10128 NORMAL,TC3096, TC3005, TC3004, TC3163, TC3199, TC3003, TC3001, TC3162, TC2999, TC3000, TC3093, TC2969,,,0,UNSET,1,1,120,,
R3831,MAIN,N19478,N10144 NORMAL, N10167 NORMAL, N10172 NORMAL,TC3072, TC3073, TC3026, TC3024, TC3111, TC3172, TC3052, TC3053, TC3186, TC3065, TC3066, TC3124, TC3188, TC3189, TC3129,,,0,UNSET,1,1,120,,
R3832,MAIN,N10235,N10144 REVERSE, N10167 NORMAL, N10172 NORMAL,TC3117, TC3174, TC3176, TC3025, TC3024, TC3111, TC3172, TC3052, TC3053, TC3186, TC3065, TC3066, TC3124, TC3188, TC3189, TC3129,,,0,UNSET,1,1,120,,
R3833,MAIN,N10235,N10151 REVERSE, N10152 REVERSE,TC3117, TC3174, TC3110, TC3109, TC3038, TC3037, TC3184, TC3041, TC3042, TC3123, TC3127,,,0,UNSET,1,1,120,,
R3834,MAIN,N10218,N10127 NORMAL, N10132 NORMAL,TC3090, TC3092, TC2997, TC2996, TC3161, TC3008, TC3009, TC3197,,,0,UNSET,1,1,120,,
R3835,MAIN,N10162,N10200 NORMAL,TC3049, TC3179, TC3106, TC3105, TC3081, TC3083, TC3047,,,0,UNSET,1,1,120,,
R3836,MAIN,N19471,,TC6124,,,0,UNSET,1,1,120,,
R3837,MAIN,N10217,N10519 NORMAL, N10133 REVERSE, N10141 NORMAL, N10142 NORMAL,TC3089, TC3091, TC3165, TC3198, TC3012, TC3011, TC3160, TC3100, TC3101, TC3019, TC3020, TC3183, TC3021, TC3023, TC3201, TC3116,,,0,UNSET,1,1,120,,
R3838,MAIN,N10218,N10127 NORMAL, N10132 REVERSE, N10133 NORMAL, N10141 NORMAL, N10142 NORMAL,TC3090, TC3092, TC2997, TC2996, TC3161, TC3008, TC3007, TC3166, TC3010, TC3011, TC3160, TC3100, TC3101, TC3019, TC3020, TC3183, TC3021, TC3023, TC3201, TC3116,,,0,UNSET,1,1,120,,
R3839,MAIN,N10267,N10256 NORMAL, N10174 REVERSE, N10101 REVERSE, N10173 NORMAL,TC3158, TC3159, TC3149, TC3148, TC3195, TC3071, TC3069, TC3194, TC2993, TC2992, TC3068, TC3145,,,0,UNSET,1,1,120,,
R3840,MAIN,N10239,N10152 NORMAL, N10149 NORMAL,TC3042, TC3040, TC3108, TC3107, TC3036, TC3035, TC3120,,,0,UNSET,1,1,120,,
R3841,MAIN,N10221,N10128 NORMAL, N10129 NORMAL, N10071 NORMAL, N10168 NORMAL, N10169 NORMAL, N10171 REVERSE, N10172 REVERSE,TC3093, TC3000, TC2999, TC3162, TC3001, TC3002, TC3098, TC3099, TC3171, TC2983, TC2984, TC3114, TC3115, TC3056, TC3054, TC3057, TC3062, TC3061, TC3064, TC3066, TC3124, TC3188, TC3189, TC3129,,,0,UNSET,1,1,120,,
R3842,MAIN,N10228,N10201 NORMAL,TC3104, TC3084, TC3085, TC3050,,,0,UNSET,1,1,120,,
R3843,MAIN,N10248,N19371 NORMAL, N19370 REVERSE, N10173 REVERSE, N10101 REVERSE, N10174 REVERSE, N10256 REVERSE, N10096 REVERSE, N10257 NORMAL,TC3138, TC3139, TC6100, TC3193, TC3067, TC2992, TC2993, TC3194, TC3069, TC3071, TC3195, TC3148, TC3147, TC3196, TC2989, TC2991, TC3150, TC3152, TC3154,,,0,UNSET,1,1,120,,
R3844,MAIN,N10202,N10200 REVERSE,TC3087, TC3082, TC3083, TC3047,,,0,UNSET,1,1,120,,
R3845,MAIN,N10159,N10200 REVERSE,TC3047, TC3083, TC3082, TC3087,,,0,UNSET,1,1,120,,
R3846,MAIN,N10156,N10146 NORMAL, N19169 NORMAL,TC3046, TC3029, TC3027, TC3168, TC3205, TC3119, TC3118,,,0,UNSET,1,1,120,,
R3847,MAIN,N10140,,TC3016,,,0,UNSET,1,1,120,,
R3848,MAIN,N10155,,TC3016,,,0,UNSET,1,1,120,,
R3849,MAIN,N10240,N10172 NORMAL, N10167 NORMAL, N10144 REVERSE, N10149 REVERSE,TC3066, TC3065, TC3186, TC3053, TC3052, TC3172, TC3111, TC3024, TC3025, TC3176, TC3174, TC3175, TC3034, TC3035, TC3120,,,0,UNSET,1,1,120,,
R3850,MAIN,N10240,N10172 NORMAL, N10167 NORMAL, N10144 NORMAL, N10132 NORMAL, N10127 NORMAL,TC3066, TC3065, TC3186, TC3053, TC3052, TC3172, TC3111, TC3024, TC3026, TC3073, TC3072, TC3197, TC3009, TC3008, TC3161, TC2996, TC2997, TC3092, TC3090, TC2973,,,0,UNSET,1,1,120,,
R3851,MAIN,N10258,N10257 NORMAL, N10096 REVERSE, N10256 REVERSE, N10174 NORMAL,TC3154, TC3152, TC3150, TC2991, TC2989, TC3196, TC3147, TC3148, TC3195, TC3071, TC3070, TC3146,,,0,UNSET,1,1,120,,
R3852,MAIN,N10258,N10257 NORMAL, N10096 REVERSE, N10256 REVERSE, N10174 REVERSE, N10101 REVERSE, N10173 NORMAL,TC3154, TC3152, TC3150, TC2991, TC2989, TC3196, TC3147, TC3148, TC3195, TC3071, TC3069, TC3194, TC2993, TC2992, TC3068, TC3145,,,0,UNSET,1,1,120,,
R3853,MAIN,N10035,,TC2973,,,0,UNSET,1,1,120,,
R3854,MAIN,N10221,N10128 NORMAL, N10129 REVERSE, N10130 NORMAL, N10076 REVERSE, N10138 REVERSE,TC3093, TC3000, TC2999, TC3162, TC3001, TC3003, TC3199, TC3163, TC3004, TC3006, TC3164, TC2986, TC2987, TC3200, TC3015, TC3014, TC3045, TC3016,,,0,UNSET,1,1,120,,
R3855,MAIN,N10222,N10076 NORMAL, N10138 REVERSE,TC3095, TC2988, TC2987, TC3200, TC3015, TC3014, TC3045, TC3016,,,0,UNSET,1,1,120,,
R3856,MAIN,N10154,N10138 NORMAL, N10076 REVERSE, N10130 NORMAL, N10129 REVERSE, N10128 NORMAL,TC3043, TC3013, TC3015, TC3200, TC2987, TC2986, TC3164, TC3006, TC3004, TC3163, TC3199, TC3003, TC3001, TC3162, TC2999, TC3000, TC3093, TC2969,,,0,UNSET,1,1,120,,
R3857,MAIN,N10155,N10138 REVERSE, N10076 REVERSE, N10130 NORMAL, N10129 REVERSE, N10128 NORMAL,TC3045, TC3014, TC3015, TC3200, TC2987, TC2986, TC3164, TC3006, TC3004, TC3163, TC3199, TC3003, TC3001, TC3162, TC2999, TC3000, TC3093, TC2969,,,0,UNSET,1,1,120,,
R3858,MAIN,N10218,N10127 REVERSE, N10128 REVERSE, N10129 REVERSE, N10130 NORMAL, N10076 REVERSE, N10138 REVERSE,TC3090, TC3092, TC2997, TC2995, TC3167, TC2998, TC2999, TC3162, TC3001, TC3003, TC3199, TC3163, TC3004, TC3006, TC3164, TC2986, TC2987, TC3200, TC3015, TC3014, TC3045, TC3016,,,0,UNSET,1,1,120,,
R3859,MAIN,N10154,N10138 NORMAL, N10076 NORMAL,TC3043, TC3013, TC3015, TC3200, TC2987, TC2988, TC3095, TC3094, TC2971,,,0,UNSET,1,1,120,,
R3860,MAIN,N10155,N10138 REVERSE, N10076 NORMAL,TC3045, TC3014, TC3015, TC3200, TC2987, TC2988, TC3095, TC3094, TC2971,,,0,UNSET,1,1,120,,
R3861,MAIN,N10009,N10007 REVERSE,TC2963, TC2960, TC2959, TC2965, TC2966, TC2952, TC2951,,,0,UNSET,1,1,120,,
R3862,MAIN,N10008,N10006 REVERSE, N10005 NORMAL, N10007 NORMAL,TC2961, TC2956, TC2954, TC2953, TC2980, TC2958, TC2959, TC2965, TC2966, TC2952, TC2951,,,0,UNSET,1,1,120,,
R3863,MAIN,N10242,,TC3127, TC3123,,,0,UNSET,1,1,120,,
R3864,MAIN,N10243,,TC3129, TC3189, TC3188, TC3124,,,0,UNSET,1,1,120,,
R3865,MAIN,N10255,N10096 NORMAL, N10257 NORMAL,TC3143, TC3144, TC2990, TC2991, TC3150, TC3152, TC3154,,,0,UNSET,1,1,120,,
R3866,MAIN,N10248,N10196 REVERSE,TC3137, TC3077, TC3078, TC3190, TC3074,,,0,UNSET,1,1,120,,
R3867,MAIN,N10242,,TC3128, TC3214,,,0,UNSET,1,1,120,,
R3868,MAIN,N10424,N10420 NORMAL,TC3215, TC3211, TC3212, TC3219,,,0,UNSET,1,1,120,,
R3869,MAIN,N10426,N10419 NORMAL, N10416 NORMAL,TC3218, TC3209, TC3207, TC3208, TC3217,,,0,UNSET,1,1,120,,
R3870,MAIN,N10425,,TC3216, TC3133,,,0,UNSET,1,1,120,,
R3871,MAIN,N10427,,TC3219,,,0,UNSET,1,1,120,,
R3872,MAIN,N10426,N10419 NORMAL, N10416 REVERSE, N10257 REVERSE, N10096 REVERSE, N10256 REVERSE, N10174 NORMAL,TC3218, TC3209, TC3207, TC3206, TC3221, TC3151, TC3150, TC2991, TC2989, TC3196, TC3147, TC3148, TC3195, TC3071, TC3070, TC3146,,,0,UNSET,1,1,120,,
R3873,MAIN,N10426,N10419 NORMAL, N10416 REVERSE, N10257 REVERSE, N10096 REVERSE, N10256 REVERSE, N10174 REVERSE, N10101 REVERSE, N10173 NORMAL,TC3218, TC3209, TC3207, TC3206, TC3221, TC3151, TC3150, TC2991, TC2989, TC3196, TC3147, TC3148, TC3195, TC3071, TC3069, TC3194, TC2993, TC2992, TC3068, TC3145,,,0,UNSET,1,1,120,,
R3874,MAIN,N10428,N10420 REVERSE, N10419 REVERSE, N10416 REVERSE, N10257 REVERSE, N10096 REVERSE, N10256 REVERSE, N10174 NORMAL,TC3212, TC3213, TC3222, TC3210, TC3207, TC3206, TC3221, TC3151, TC3150, TC2991, TC2989, TC3196, TC3147, TC3148, TC3195, TC3071, TC3070, TC3146,,,0,UNSET,1,1,120,,
R3875,MAIN,N10428,N10420 REVERSE, N10419 REVERSE, N10416 REVERSE, N10257 REVERSE, N10096 REVERSE, N10256 REVERSE, N10174 REVERSE, N10101 REVERSE, N10173 NORMAL,TC3212, TC3213, TC3222, TC3210, TC3207, TC3206, TC3221, TC3151, TC3150, TC2991, TC2989, TC3196, TC3147, TC3148, TC3195, TC3071, TC3069, TC3194, TC2993, TC2992, TC3068, TC3145,,,0,UNSET,1,1,120,,
R3876,MAIN,N10255,N10096 NORMAL, N10257 REVERSE, N10416 REVERSE, N10419 REVERSE, N10420 REVERSE,TC3143, TC3144, TC2990, TC2991, TC3150, TC3151, TC3221, TC3206, TC3207, TC3210, TC3222, TC3213, TC3212, TC3219,,,0,UNSET,1,1,120,,
R3877,MAIN,N10243,,TC3130, TC3131,,,0,UNSET,1,1,120,,
R3878,MAIN,N9507,N9505 REVERSE,TC2750, TC2748, TC2754, TC2758, TC2751, TC2752,,,0,UNSET,1,1,120,,
R3879,MAIN,N19469,,TC6123,,,0,UNSET,1,1,120,,
R3880,MAIN,N19468,N10201 REVERSE,TC3180, TC3086, TC3085, TC3050,,,0,UNSET,1,1,120,,
R3881,MAIN,N10248,N19371 NORMAL, N19370 REVERSE, N10173 REVERSE, N10101 REVERSE, N10174 REVERSE, N10256 REVERSE, N10096 REVERSE, N10257 REVERSE, N10416 REVERSE, N10419 REVERSE, N10420 REVERSE,TC3138, TC3139, TC6100, TC3193, TC3067, TC2992, TC2993, TC3194, TC3069, TC3071, TC3195, TC3148, TC3147, TC3196, TC2989, TC2991, TC3150, TC3151, TC3221, TC3206, TC3207, TC3210, TC3222, TC3213, TC3212, TC3219,,,0,UNSET,1,1,120,,
R3882,MAIN,N10218,N10127 REVERSE, N10128 REVERSE, N10129 REVERSE, N10130 NORMAL, N10076 REVERSE, N10138 NORMAL,TC3090, TC3092, TC2997, TC2995, TC3167, TC2998, TC2999, TC3162, TC3001, TC3003, TC3199, TC3163, TC3004, TC3006, TC3164, TC2986, TC2987, TC3200, TC3015, TC3013, TC3043, TC3044,,,0,UNSET,1,1,120,,
R3883,MAIN,N10490,N10148 NORMAL, N10170 NORMAL, N19169 NORMAL, N10146 NORMAL,TC3125, TC3126, TC3033, TC3031, TC3059, TC3122, TC3118, TC3119, TC3205, TC3168, TC3027, TC3029, TC3046, TC3044,,,0,UNSET,1,1,120,,
R3884,MAIN,N10154,,TC3044,,,0,UNSET,1,1,120,,
R3885,MAIN,N10222,N10076 NORMAL, N10138 NORMAL,TC3095, TC2988, TC2987, TC3200, TC3015, TC3013, TC3043, TC3044,,,0,UNSET,1,1,120,,
R3886,MAIN,N10221,N10128 NORMAL, N10129 REVERSE, N10130 NORMAL, N10076 REVERSE, N10138 NORMAL,TC3093, TC3000, TC2999, TC3162, TC3001, TC3003, TC3199, TC3163, TC3004, TC3006, TC3164, TC2986, TC2987, TC3200, TC3015, TC3013, TC3043, TC3044,,,0,UNSET,1,1,120,,
R3887,MAIN,N10147,N10146 REVERSE,TC3028, TC3029, TC3046, TC3044,,,0,UNSET,1,1,120,,
R3888,MAIN,N10236,N19169 NORMAL, N10146 NORMAL,TC3119, TC3205, TC3168, TC3027, TC3029, TC3046, TC3044,,,0,UNSET,1,1,120,,
R3889,MAIN,N10156,,TC3044,,,0,UNSET,1,1,120,,
R3890,MAIN,N10233,,TC3112, TC6125, TC3097,,,0,UNSET,1,1,120,,
R3891,MAIN,N10490,N10148 NORMAL, N10170 REVERSE, N10169 REVERSE, N10168 NORMAL, N10071 REVERSE, N19168 NORMAL,TC3125, TC3126, TC3033, TC3031, TC3060, TC3185, TC3058, TC3054, TC3056, TC3115, TC3114, TC2984, TC2985, TC3170, TC3204, TC3169, TC3113, TC3112, TC6125, TC3097,,,0,UNSET,1,1,120,,
R3892,MAIN,N10247,N10171 NORMAL, N10169 NORMAL, N10168 NORMAL, N10071 REVERSE, N19168 NORMAL,TC3135, TC3187, TC3063, TC3062, TC3057, TC3054, TC3056, TC3115, TC3114, TC2984, TC2985, TC3170, TC3204, TC3169, TC3113, TC3112, TC6125, TC3097,,,0,UNSET,1,1,120,,
R3893,MAIN,N10266,N10101 NORMAL, N10173 REVERSE, N19370 REVERSE, N19371 NORMAL,TC3155, TC3156, TC2994, TC2992, TC3067, TC3193, TC6100, TC3139, TC3138, TC3137,,,0,UNSET,1,1,120,,
R3894,MAIN,N10267,N10256 NORMAL, N10174 REVERSE, N10101 REVERSE, N10173 REVERSE, N19370 REVERSE, N19371 NORMAL,TC3158, TC3159, TC3149, TC3148, TC3195, TC3071, TC3069, TC3194, TC2993, TC2992, TC3067, TC3193, TC6100, TC3139, TC3138, TC3137,,,0,UNSET,1,1,120,,
R3895,MAIN,N10426,N10419 NORMAL, N10416 REVERSE, N10257 REVERSE, N10096 REVERSE, N10256 REVERSE, N10174 REVERSE, N10101 REVERSE, N10173 REVERSE, N19370 REVERSE, N19371 NORMAL,TC3218, TC3209, TC3207, TC3206, TC3221, TC3151, TC3150, TC2991, TC2989, TC3196, TC3147, TC3148, TC3195, TC3071, TC3069, TC3194, TC2993, TC2992, TC3067, TC3193, TC6100, TC3139, TC3138, TC3137,,,0,UNSET,1,1,120,,
R3896,MAIN,N10217,N10519 NORMAL, N10133 REVERSE, N10141 NORMAL, N10142 REVERSE, N10523 REVERSE,TC3089, TC3091, TC3165, TC3198, TC3012, TC3011, TC3160, TC3100, TC3101, TC3019, TC3020, TC3183, TC3021, TC3022, TC3202, TC3182, TC3181, TC3241, TC3240,,,0,UNSET,1,1,120,,
